id,lat,lon,radius_m,label
12465960018,36.750050,-76.585730,300,VA-60018
13348166902,36.750140,-76.588560,300,VA-66902
13750057801,36.753420,-76.543980,300,VA-57801
13184724264,36.753830,-76.517570,300,VA-24264
13184740717,36.753860,-76.518520,300,VA-40717
12408487460,36.753890,-76.518480,300,VA-87460
13750051501,36.754060,-76.543100,300,VA-51501
13326311501,36.756150,-76.345210,300,VA-11501
12408780422,36.758760,-76.586480,300,VA-80422
13750038401,36.758780,-76.537290,300,VA-38401
12408756561,36.759530,-76.587200,300,VA-56561
13326559183,36.762830,-76.555730,300,VA-59183
12917482501,36.763100,-76.533700,300,VA-82501
12465835183,36.768490,-76.584960,300,VA-35183
12465944294,36.769700,-76.584770,300,VA-44294
12924943742,36.772370,-76.341090,300,VA-43742
12465973096,36.773640,-76.304010,300,VA-73096
12925583748,36.773740,-76.324680,300,VA-83748
12465963460,36.774380,-76.300140,300,VA-63460
12949181132,36.777430,-76.603630,300,VA-81132
12949120369,36.777580,-76.603970,300,VA-20369
12924876462,36.781210,-76.343120,300,VA-76462
12949178418,36.782610,-76.611350,300,VA-78418
12950560147,36.783140,-76.606680,300,VA-60147
12949162274,36.784330,-76.596480,300,VA-62274
12465835192,36.784950,-76.412850,300,VA-35192
12925581217,36.786010,-76.340880,300,VA-81217
13326426101,36.786220,-76.587590,300,VA-26101
12924809782,36.788260,-76.409720,300,VA-09782
12795626874,36.794890,-76.327100,300,VA-26874
12795673558,36.795240,-76.327080,300,VA-73558
12795553687,36.795310,-76.328110,300,VA-53687
12795526374,36.796330,-76.335020,300,VA-26374
13424695701,36.797960,-76.396450,300,VA-95701
12925603308,36.799540,-76.401940,300,VA-03308
12795513539,36.799990,-76.373300,300,VA-13539
13377074229,36.800110,-76.400380,300,VA-74229
12795518544,36.800790,-76.351710,300,VA-18544
13384578419,36.801550,-76.381270,300,VA-78419
12925604122,36.801810,-76.389280,300,VA-04122
12796425814,36.801940,-76.381970,300,VA-25814
12796429352,36.804710,-76.383240,300,VA-29352
12797628547,36.806650,-76.320500,300,VA-28547
12795764636,36.806970,-76.304190,300,VA-64636
12796401041,36.807140,-76.356880,300,VA-01041
13384578418,36.807530,-76.358960,300,VA-78418
12796398436,36.807600,-76.355840,300,VA-98436
12827585710,36.807660,-76.301010,300,VA-85710
12827590309,36.807720,-76.302130,300,VA-90309
12827572065,36.808690,-76.357040,300,VA-72065
12795777930,36.810600,-76.316770,300,VA-77930
12794592091,36.811420,-76.356190,300,VA-92091
12794593988,36.811590,-76.356330,300,VA-93988
12796409557,36.811860,-76.359640,300,VA-09557
12794603887,36.812600,-76.353850,300,VA-03887
12796417255,36.812670,-76.359870,300,VA-17255
12795784437,36.813030,-76.317920,300,VA-84437
12794513369,36.813760,-76.355190,300,VA-13369
12796346840,36.815180,-76.323430,300,VA-46840
12797628550,36.815360,-76.311880,300,VA-28550
12796372261,36.815430,-76.344720,300,VA-72261
13094170315,36.815460,-76.341130,300,VA-70315
12796400836,36.815870,-76.353210,300,VA-00836
13094167832,36.815950,-76.337870,300,VA-67832
13116428829,36.816270,-76.331600,300,VA-28829
12796511499,36.816420,-76.329260,300,VA-11499
12408613204,36.817900,-76.465520,300,VA-13204
13184804013,36.818480,-76.438930,300,VA-04013
13184806429,36.819280,-76.439360,300,VA-06429
13310903901,36.820340,-76.439680,300,VA-03901
12924809781,36.820570,-76.425570,300,VA-09781
13116382308,36.820930,-76.322740,300,VA-82308
12796356418,36.821120,-76.329930,300,VA-56418
12924878040,36.821680,-76.422390,300,VA-78040
13325289502,36.822040,-76.424520,300,VA-89502
13312741801,36.822050,-76.394600,300,VA-41801
13326385301,36.822100,-76.424710,300,VA-85301
13328793801,36.823840,-76.500740,300,VA-93801
13355919901,36.824120,-76.499600,300,VA-19901
13355920401,36.824120,-76.499600,300,VA-20401
12924943744,36.824450,-76.400390,300,VA-43744
12796360760,36.824600,-76.338960,300,VA-60760
12796370493,36.825050,-76.339190,300,VA-70493
12796395154,36.825440,-76.338240,300,VA-95154
12796305772,36.825660,-76.338750,300,VA-05772
13116349595,36.825900,-76.314990,300,VA-49595
13309808002,36.826710,-76.409940,300,VA-08002
13116370520,36.826860,-76.318880,300,VA-70520
13309805801,36.827420,-76.433890,300,VA-05801
13116369801,36.828490,-76.340840,300,VA-69801
12797611580,36.829020,-76.312560,300,VA-11580
12827585466,36.829270,-76.305890,300,VA-85466
13094169873,36.829440,-76.340910,300,VA-69873
12827495567,36.830560,-76.300790,300,VA-95567
12945112665,36.831550,-76.341430,300,VA-12665
12827579144,36.831650,-76.306730,300,VA-79144
12827578361,36.831830,-76.306890,300,VA-78361
12945064012,36.832040,-76.341900,300,VA-64012
12797686501,36.832070,-76.301480,300,VA-86501
12796358835,36.834620,-76.328000,300,VA-58835
12796315652,36.834810,-76.327650,300,VA-15652
12796368120,36.835140,-76.339390,300,VA-68120
13094065661,36.835400,-76.311760,300,VA-65661
13593598302,36.836270,-76.336790,300,VA-98302
13093029506,36.836990,-76.311530,300,VA-29506
13093015023,36.837180,-76.306200,300,VA-15023
13094149608,36.837320,-76.321000,300,VA-49608
13094144972,36.837640,-76.320410,300,VA-44972
12827481678,36.837730,-76.327620,300,VA-81678
12827510681,36.837780,-76.325870,300,VA-10681
13761270901,36.841430,-76.442050,300,VA-70901
12950466578,36.842650,-76.443780,300,VA-66578
13588772201,36.844790,-76.336500,300,VA-72201
12924890935,36.845050,-76.398230,300,VA-90935
12827529218,36.845200,-76.368750,300,VA-29218
12798828467,36.846900,-76.330180,300,VA-28467
13588777201,36.847040,-76.332730,300,VA-77201
13588780201,36.847040,-76.332730,300,VA-80201
12800206724,36.847510,-76.328590,300,VA-06724
13092990067,36.847570,-76.335290,300,VA-90067
13309815201,36.848120,-76.426950,300,VA-15201
13578295801,36.848140,-76.340520,300,VA-95801
13578353101,36.848730,-76.337880,300,VA-53101
13588780301,36.848880,-76.332790,300,VA-80301
13092953776,36.850270,-76.335500,300,VA-53776
13326485401,36.850710,-76.477410,300,VA-85401
12950590330,36.851000,-76.460940,300,VA-90330
13588782202,36.851540,-76.333050,300,VA-82202
13578356801,36.851730,-76.338110,300,VA-56801
13092935379,36.852740,-76.335690,300,VA-35379
13578358502,36.853810,-76.339690,300,VA-58502
13619295072,36.854080,-76.336620,300,VA-95072
13588783501,36.854250,-76.333430,300,VA-83501
12949170908,36.854870,-76.462530,300,VA-70908
13326435101,36.855830,-76.569910,300,VA-35101
12840793203,36.857420,-76.301940,300,VA-93203
12713266529,36.858440,-76.303370,300,VA-66529
12713277716,36.858680,-76.302470,300,VA-77716
12713254146,36.858840,-76.302960,300,VA-54146
13326429901,36.860320,-76.568110,300,VA-29901
13184776237,36.861160,-76.397730,300,VA-76237
12456558793,36.862670,-76.448340,300,VA-58793
12456873148,36.862940,-76.445640,300,VA-73148
12950479291,36.863620,-76.437540,300,VA-79291
13326481801,36.863690,-76.571510,300,VA-81801
12791380429,36.864150,-76.302900,300,VA-80429
12791435561,36.864230,-76.301970,300,VA-35561
12791461825,36.864510,-76.302250,300,VA-61825
12833418925,36.864670,-76.301870,300,VA-18925
13184767653,36.865260,-76.421100,300,VA-67653
13184790395,36.865530,-76.422640,300,VA-90395
12456891636,36.869400,-76.422770,300,VA-91636
12456845523,36.869410,-76.422730,300,VA-45523
13326461901,36.869680,-76.576260,300,VA-61901
12827505574,36.869760,-76.377790,300,VA-05574
12827555522,36.869920,-76.378120,300,VA-55522
13184745665,36.870410,-76.444090,300,VA-45665
12945059588,36.872710,-76.401270,300,VA-59588
13184758289,36.872960,-76.442950,300,VA-58289
13653129601,36.874260,-76.378070,300,VA-29601
12950504839,36.875430,-76.416090,300,VA-04839
13166772902,36.876240,-76.417480,300,VA-72902
12827567654,36.876260,-76.378160,300,VA-67654
12950520523,36.876340,-76.433970,300,VA-20523
12949253593,36.876380,-76.432610,300,VA-53593
12408546611,36.877250,-76.581560,300,VA-46611
13184748048,36.877570,-76.440800,300,VA-48048
13184734667,36.877960,-76.423690,300,VA-34667
12408590402,36.878220,-76.581580,300,VA-90402
12949183777,36.878440,-76.415520,300,VA-83777
12949199425,36.878540,-76.415660,300,VA-99425
13184747162,36.882590,-76.437260,300,VA-47162
12950504840,36.882770,-76.426120,300,VA-04840
