state,group_id,center_lat,center_lon,radius_m,count,path,label
MD,MD026,39.638985,-77.760475,9023,15,/geo_groups/MD026.csv,MD-026
MD,MD027,39.643010,-77.602397,19485,6,/geo_groups/MD027.csv,MD-027
MD,MD028,39.644577,-78.865090,11673,4,/geo_groups/MD028.csv,MD-028
MD,MD029,39.700183,-78.178474,4793,7,/geo_groups/MD029.csv,MD-029
ME,ME001,43.165569,-70.649847,6496,7,/geo_groups/ME001.csv,ME-001
ME,ME002,43.639406,-70.380571,17466,9,/geo_groups/ME002.csv,ME-002
ME,ME003,43.669748,-70.296669,11165,11,/geo_groups/ME003.csv,ME-003
ME,ME004,44.086975,-70.221426,9658,14,/geo_groups/ME004.csv,ME-004
ME,ME005,44.109716,-70.203206,6168,5,/geo_groups/ME005.csv,ME-005
ME,ME006,44.349610,-69.796345,3002,2,/geo_groups/ME006.csv,ME-006
ME,ME007,44.368810,-68.330670,3000,1,/geo_groups/ME007.csv,ME-007
ME,ME008,44.623710,-69.322480,3000,1,/geo_groups/ME008.csv,ME-008
ME,ME009,44.670640,-70.151280,3000,1,/geo_groups/ME009.csv,ME-009
ME,ME010,44.791480,-68.776670,3000,1,/geo_groups/ME010.csv,ME-010
ME,ME011,44.825915,-68.741152,6481,4,/geo_groups/ME011.csv,ME-011
NC,NC001,33.895447,-78.548277,10812,6,/geo_groups/NC001.csv,NC-001
NC,NC002,34.118767,-78.370760,19281,3,/geo_groups/NC002.csv,NC-002
NC,NC003,34.131540,-78.551265,25209,2,/geo_groups/NC003.csv,NC-003
NC,NC004,34.174114,-77.905760,22597,44,/geo_groups/NC004.csv,NC-004
NC,NC005,34.304258,-78.192130,3457,5,/geo_groups/NC005.csv,NC-005
NC,NC006,34.337238,-77.836038,19355,16,/geo_groups/NC006.csv,NC-006
NC,NC007,34.431061,-77.586682,10044,9,/geo_groups/NC007.csv,NC-007
NC,NC008,34.478878,-78.648132,23703,9,/geo_groups/NC008.csv,NC-008
NC,NC009,34.525652,-78.981545,32126,15,/geo_groups/NC009.csv,NC-009
NC,NC010,34.577250,-79.143957,11167,4,/geo_groups/NC010.csv,NC-010
NC,NC011,34.711091,-77.207920,16234,7,/geo_groups/NC011.csv,NC-011
NC,NC012,34.732935,-76.792055,9135,4,/geo_groups/NC012.csv,NC-012
NC,NC013,34.769456,-77.448080,13887,15,/geo_groups/NC013.csv,NC-013
NC,NC014,34.830931,-79.213469,21638,19,/geo_groups/NC014.csv,NC-014
NC,NC015,34.864360,-78.987264,27856,28,/geo_groups/NC015.csv,NC-015
NC,NC016,34.893079,-79.695078,29329,18,/geo_groups/NC016.csv,NC-016
NC,NC017,34.923630,-80.394894,20072,5,/geo_groups/NC017.csv,NC-017
NC,NC018,34.954191,-80.720473,21057,58,/geo_groups/NC018.csv,NC-018
NC,NC019,34.963091,-80.063360,5220,8,/geo_groups/NC019.csv,NC-019
NC,NC020,34.987693,-78.212130,14632,4,/geo_groups/NC020.csv,NC-020
NC,NC021,34.992880,-83.823530,9329,3,/geo_groups/NC021.csv,NC-021
NC,NC022,35.006090,-78.090490,3000,1,/geo_groups/NC022.csv,NC-022
NC,NC023,35.042357,-83.890287,9825,3,/geo_groups/NC023.csv,NC-023
NC,NC024,35.098760,-84.018453,3182,3,/geo_groups/NC024.csv,NC-024
NC,NC025,35.142446,-78.987487,29077,43,/geo_groups/NC025.csv,NC-025
NC,NC026,35.144508,-77.087584,21352,5,/geo_groups/NC026.csv,NC-026
NC,NC027,35.146864,-80.702887,27717,210,/geo_groups/NC027.csv,NC-027
NC,NC028,35.164302,-83.403238,16808,9,/geo_groups/NC028.csv,NC-028
NC,NC029,35.166665,-79.360247,30030,27,/geo_groups/NC029.csv,NC-029
NC,NC030,35.168214,-79.467796,18609,17,/geo_groups/NC030.csv,NC-030
NC,NC031,35.182718,-80.988969,26986,150,/geo_groups/NC031.csv,NC-031
NC,NC032,35.194500,-80.113000,3000,1,/geo_groups/NC032.csv,NC-032
NC,NC033,35.204435,-83.227595,17259,4,/geo_groups/NC033.csv,NC-033
NC,NC034,35.233953,-82.705342,26136,12,/geo_groups/NC034.csv,NC-034
NC,NC035,35.243866,-80.380263,25337,16,/geo_groups/NC035.csv,NC-035
NC,NC036,35.253680,-77.609472,15152,9,/geo_groups/NC036.csv,NC-036
NC,NC037,35.256260,-81.345728,20252,22,/geo_groups/NC037.csv,NC-037
NC,NC038,35.263003,-77.822478,25184,10,/geo_groups/NC038.csv,NC-038
NC,NC039,35.274281,-82.151930,24660,21,/geo_groups/NC039.csv,NC-039
NC,NC040,35.292510,-81.775038,25241,23,/geo_groups/NC040.csv,NC-040
NC,NC041,35.317330,-82.448529,16309,30,/geo_groups/NC041.csv,NC-041
NC,NC042,35.318289,-78.643431,7703,14,/geo_groups/NC042.csv,NC-042
NC,NC043,35.421086,-79.153689,15312,7,/geo_groups/NC043.csv,NC-043
NC,NC044,35.470438,-83.314323,11731,23,/geo_groups/NC044.csv,NC-044
NC,NC045,35.475314,-81.722177,29490,10,/geo_groups/NC045.csv,NC-045
NC,NC046,35.487329,-80.746494,34215,103,/geo_groups/NC046.csv,NC-046
NC,NC047,35.496250,-83.098034,25777,26,/geo_groups/NC047.csv,NC-047
NC,NC048,35.518826,-82.005951,23851,20,/geo_groups/NC048.csv,NC-048
NC,NC049,35.525072,-80.930261,30776,97,/geo_groups/NC049.csv,NC-049
NC,NC050,35.528127,-81.328534,26495,41,/geo_groups/NC050.csv,NC-050
NC,NC051,35.539328,-78.285839,29013,22,/geo_groups/NC051.csv,NC-051
NC,NC052,35.545059,-82.507430,24987,65,/geo_groups/NC052.csv,NC-052
NC,NC053,35.557750,-82.703877,23824,21,/geo_groups/NC053.csv,NC-053
NC,NC054,35.569970,-77.455529,29515,32,/geo_groups/NC054.csv,NC-054
NC,NC055,35.570082,-77.231913,18335,12,/geo_groups/NC055.csv,NC-055
NC,NC056,35.578835,-77.863306,25905,10,/geo_groups/NC056.csv,NC-056
NC,NC057,35.594214,-78.620427,27527,45,/geo_groups/NC057.csv,NC-057
NC,NC058,35.602045,-80.413572,27416,13,/geo_groups/NC058.csv,NC-058
NC,NC059,35.607461,-78.823411,27061,43,/geo_groups/NC059.csv,NC-059
NC,NC060,35.622022,-79.777186,32666,5,/geo_groups/NC060.csv,NC-060
NC,NC061,35.643200,-79.916733,20367,3,/geo_groups/NC061.csv,NC-061
NC,NC062,35.742451,-79.168139,5221,9,/geo_groups/NC062.csv,NC-062
NC,NC063,35.785184,-80.949748,30283,43,/geo_groups/NC063.csv,NC-063
NC,NC064,35.806080,-82.771703,14004,4,/geo_groups/NC064.csv,NC-064
NC,NC065,35.813990,-81.417887,26056,73,/geo_groups/NC065.csv,NC-065
NC,NC066,35.828501,-81.642535,18265,13,/geo_groups/NC066.csv,NC-066
NC,NC067,35.831649,-78.257238,23283,11,/geo_groups/NC067.csv,NC-067
NC,NC068,35.834213,-78.592740,27581,182,/geo_groups/NC068.csv,NC-068
NC,NC069,35.840162,-82.509848,27978,17,/geo_groups/NC069.csv,NC-069
NC,NC070,35.845500,-77.051260,3000,1,/geo_groups/NC070.csv,NC-070
NC,NC071,35.846645,-77.875675,24015,48,/geo_groups/NC071.csv,NC-071
NC,NC072,35.849313,-76.752293,4890,3,/geo_groups/NC072.csv,NC-072
NC,NC073,35.869471,-80.679971,23872,21,/geo_groups/NC073.csv,NC-073
NC,NC074,35.881002,-75.583319,7345,9,/geo_groups/NC074.csv,NC-074
NC,NC075,35.882421,-80.296098,24497,51,/geo_groups/NC075.csv,NC-075
NC,NC076,35.889746,-82.072931,23949,18,/geo_groups/NC076.csv,NC-076
NC,NC077,35.892738,-79.765773,24075,6,/geo_groups/NC077.csv,NC-077
NC,NC078,35.894593,-78.913753,23906,129,/geo_groups/NC078.csv,NC-078
NC,NC079,35.905527,-77.525341,5362,7,/geo_groups/NC079.csv,NC-079
NC,NC080,35.935460,-79.985023,23631,25,/geo_groups/NC080.csv,NC-080
NC,NC081,35.985309,-75.665851,13664,22,/geo_groups/NC081.csv,NC-081
NC,NC082,36.064185,-76.620385,3558,4,/geo_groups/NC082.csv,NC-082
NC,NC083,36.096563,-79.916423,20055,26,/geo_groups/NC083.csv,NC-083
NC,NC084,36.098210,-79.374039,30290,37,/geo_groups/NC084.csv,NC-084
NC,NC085,36.099563,-80.280637,14239,15,/geo_groups/NC085.csv,NC-085
NC,NC086,36.110603,-82.116333,15418,3,/geo_groups/NC086.csv,NC-086
NC,NC087,36.124032,-79.610856,31758,64,/geo_groups/NC087.csv,NC-087
NC,NC088,36.127212,-75.736380,14815,13,/geo_groups/NC088.csv,NC-088
NC,NC089,36.153415,-81.120893,18745,11,/geo_groups/NC089.csv,NC-089
NC,NC090,36.176869,-78.324540,22614,27,/geo_groups/NC090.csv,NC-090
NC,NC091,36.187965,-81.269058,32115,8,/geo_groups/NC091.csv,NC-091
NC,NC092,36.199922,-81.695713,19001,29,/geo_groups/NC092.csv,NC-092
NC,NC093,36.206250,-77.387110,3000,1,/geo_groups/NC093.csv,NC-093
NC,NC094,36.245466,-78.553507,25192,45,/geo_groups/NC094.csv,NC-094
NC,NC095,36.277747,-76.975828,5836,10,/geo_groups/NC095.csv,NC-095
NC,NC096,36.295070,-78.939507,31594,11,/geo_groups/NC096.csv,NC-096
NC,NC097,36.299802,-80.779570,9555,4,/geo_groups/NC097.csv,NC-097
NC,NC098,36.430170,-78.431505,3003,2,/geo_groups/NC098.csv,NC-098
NC,NC099,36.437497,-76.883993,4906,4,/geo_groups/NC099.csv,NC-099
NC,NC100,36.442203,-76.610153,3505,3,/geo_groups/NC100.csv,NC-100
NC,NC101,36.444718,-77.640193,7359,10,/geo_groups/NC101.csv,NC-101
NC,NC102,36.448714,-78.934316,10784,5,/geo_groups/NC102.csv,NC-102
NC,NC103,36.477330,-80.447750,3000,1,/geo_groups/NC103.csv,NC-103
NC,NC104,36.500786,-80.639830,19181,7,/geo_groups/NC104.csv,NC-104
NC,NC105,36.502990,-79.132120,6454,2,/geo_groups/NC105.csv,NC-105
NC,NC106,36.550460,-76.192520,3000,1,/geo_groups/NC106.csv,NC-106
NH,NH001,42.881595,-71.322845,3008,2,/geo_groups/NH001.csv,NH-001
NH,NH002,42.922115,-71.462498,21164,15,/geo_groups/NH002.csv,NH-002
NH,NH003,42.963804,-70.862880,15888,24,/geo_groups/NH003.csv,NH-003
NH,NH004,43.085365,-71.473741,3046,14,/geo_groups/NH004.csv,NH-004
NH,NH005,43.206645,-70.903447,12086,4,/geo_groups/NH005.csv,NH-005
NJ,NJ001,39.017474,-74.877724,6933,5,/geo_groups/NJ001.csv,NJ-001
NJ,NJ002,39.022597,-74.933617,3022,3,/geo_groups/NJ002.csv,NJ-002
NJ,NJ003,39.379184,-74.472249,17328,37,/geo_groups/NJ003.csv,NJ-003
NJ,NJ004,39.385924,-74.629791,23530,17,/geo_groups/NJ004.csv,NJ-004
NJ,NJ005,39.405859,-75.072925,22547,15,/geo_groups/NJ005.csv,NJ-005
NJ,NJ006,39.702569,-74.305440,23787,24,/geo_groups/NJ006.csv,NJ-006
NJ,NJ007,39.709940,-74.862080,3000,1,/geo_groups/NJ007.csv,NJ-007
NJ,NJ008,39.747455,-75.311782,26711,4,/geo_groups/NJ008.csv,NJ-008
NJ,NJ009,39.780171,-75.093231,20031,113,/geo_groups/NJ009.csv,NJ-009
NJ,NJ010,39.783120,-74.186162,17401,6,/geo_groups/NJ010.csv,NJ-010
NJ,NJ011,39.944968,-75.014099,19522,47,/geo_groups/NJ011.csv,NJ-011
NJ,NJ012,40.052351,-74.301346,26713,27,/geo_groups/NJ012.csv,NJ-012
NJ,NJ013,40.082380,-74.760929,27609,33,/geo_groups/NJ013.csv,NJ-013
NJ,NJ014,40.119646,-74.107592,23288,29,/geo_groups/NJ014.csv,NJ-014
NJ,NJ015,40.344420,-74.112943,14768,41,/geo_groups/NJ015.csv,NJ-015
NJ,NJ016,40.461626,-74.379661,29880,229,/geo_groups/NJ016.csv,NJ-016
NJ,NJ017,40.463662,-74.697695,26502,115,/geo_groups/NJ017.csv,NJ-017
NJ,NJ018,40.501365,-75.047480,15255,2,/geo_groups/NJ018.csv,NJ-018
NJ,NJ019,40.655181,-75.031958,15385,8,/geo_groups/NJ019.csv,NJ-019
NJ,NJ020,40.728973,-74.363426,30501,276,/geo_groups/NJ020.csv,NJ-020
NJ,NJ021,40.745555,-74.686002,24041,53,/geo_groups/NJ021.csv,NJ-021
NJ,NJ022,40.810811,-74.072782,20866,102,/geo_groups/NJ022.csv,NJ-022
NJ,NJ023,41.000843,-74.285254,10012,10,/geo_groups/NJ023.csv,NJ-023
NJ,NJ024,41.008521,-74.109557,14832,8,/geo_groups/NJ024.csv,NJ-024
NJ,NJ025,41.039361,-74.654111,11673,15,/geo_groups/NJ025.csv,NJ-025
NY,NY001,40.531840,-74.227187,6370,7,/geo_groups/NY001.csv,NY-001
NY,NY002,40.576796,-74.032727,17299,34,/geo_groups/NY002.csv,NY-002
NY,NY003,40.589866,-73.811931,6378,16,/geo_groups/NY003.csv,NY-003
NY,NY004,40.716510,-73.800482,21111,202,/geo_groups/NY004.csv,NY-004
NY,NY005,40.728606,-73.952524,27268,783,/geo_groups/NY005.csv,NY-005
RI,RI001,41.361230,-71.808490,3000,1,/geo_groups/RI001.csv,RI-001
RI,RI002,41.498331,-71.310196,5165,7,/geo_groups/RI002.csv,RI-002
RI,RI003,41.508654,-71.501929,20851,21,/geo_groups/RI003.csv,RI-003
RI,RI004,41.797280,-71.786790,3000,1,/geo_groups/RI004.csv,RI-004
RI,RI005,41.827577,-71.454378,25962,149,/geo_groups/RI005.csv,RI-005
RI,RI006,41.842624,-71.372929,12627,42,/geo_groups/RI006.csv,RI-006
RI,RI007,42.006126,-71.496455,9369,11,/geo_groups/RI007.csv,RI-007
SC,SC001,32.172520,-80.747663,7822,3,/geo_groups/SC001.csv,SC-001
SC,SC002,32.195600,-81.029890,3000,1,/geo_groups/SC002.csv,SC-002
SC,SC003,32.303418,-80.981240,24766,42,/geo_groups/SC003.csv,SC-003
SC,SC004,32.337690,-80.465150,3017,2,/geo_groups/SC004.csv,SC-004
SC,SC005,32.361105,-80.718582,20418,37,/geo_groups/SC005.csv,SC-005
SC,SC006,32.673230,-80.866115,6797,2,/geo_groups/SC006.csv,SC-006
SC,SC007,32.684473,-80.365020,12392,3,/geo_groups/SC007.csv,SC-007
SC,SC008,32.798230,-79.957914,19555,83,/geo_groups/SC008.csv,SC-008
SC,SC009,32.829135,-80.668183,26161,10,/geo_groups/SC009.csv,SC-009
SC,SC010,32.883628,-79.756098,5572,4,/geo_groups/SC010.csv,SC-010
SC,SC011,33.026317,-79.577337,20140,3,/geo_groups/SC011.csv,SC-011
SC,SC012,33.044873,-80.044029,27506,59,/geo_groups/SC012.csv,SC-012
SC,SC013,33.060897,-80.652617,21773,10,/geo_groups/SC013.csv,SC-013
SC,SC014,33.073842,-80.203259,16044,20,/geo_groups/SC014.csv,SC-014
SC,SC015,33.204593,-79.397553,8462,3,/geo_groups/SC015.csv,SC-015
SC,SC016,33.257630,-81.335400,3000,1,/geo_groups/SC016.csv,SC-016
SC,SC017,33.323372,-79.572185,14957,4,/geo_groups/SC017.csv,SC-017
SC,SC018,33.324092,-79.952925,5807,4,/geo_groups/SC018.csv,SC-018
SC,SC019,33.384851,-79.300123,21977,10,/geo_groups/SC019.csv,SC-019
SC,SC020,33.417135,-80.334590,19849,2,/geo_groups/SC020.csv,SC-020
SC,SC021,33.469012,-80.655639,28717,12,/geo_groups/SC021.csv,SC-021
SC,SC022,33.503145,-80.877229,6505,11,/geo_groups/SC022.csv,SC-022
SC,SC023,33.508255,-81.711155,3093,2,/geo_groups/SC023.csv,SC-023
SC,SC024,33.514116,-81.983090,6287,5,/geo_groups/SC024.csv,SC-024
SC,SC025,33.539919,-79.054653,8480,7,/geo_groups/SC025.csv,SC-025
SC,SC026,33.729414,-79.157941,23567,10,/geo_groups/SC026.csv,SC-026
SC,SC027,33.784530,-80.722685,22013,2,/geo_groups/SC027.csv,SC-027
SC,SC028,33.806747,-79.016637,27226,49,/geo_groups/SC028.csv,SC-028
SC,SC029,33.809456,-81.054832,29053,14,/geo_groups/SC029.csv,SC-029
SC,SC030,33.845830,-81.657064,3831,5,/geo_groups/SC030.csv,SC-030
SC,SC031,33.860299,-78.679732,13695,14,/geo_groups/SC031.csv,SC-031
SC,SC032,33.884780,-79.450520,3000,1,/geo_groups/SC032.csv,SC-032
SC,SC033,33.887044,-80.335563,36375,24,/geo_groups/SC033.csv,SC-033
SC,SC034,33.889540,-80.021350,3000,1,/geo_groups/SC034.csv,SC-034
SC,SC035,33.906852,-81.238548,6719,5,/geo_groups/SC035.csv,SC-035
SC,SC036,33.984584,-80.338419,29613,29,/geo_groups/SC036.csv,SC-036
SC,SC037,34.062731,-81.268605,25012,21,/geo_groups/SC037.csv,SC-037
SC,SC038,34.068455,-78.887715,4409,2,/geo_groups/SC038.csv,SC-038
SC,SC039,34.074229,-81.034108,21718,103,/geo_groups/SC039.csv,SC-039
SC,SC040,34.148477,-79.284262,20355,6,/geo_groups/SC040.csv,SC-040
SC,SC041,34.175854,-79.752095,27724,33,/geo_groups/SC041.csv,SC-041
SC,SC042,34.191589,-79.836335,21017,22,/geo_groups/SC042.csv,SC-042
SC,SC043,34.192520,-82.395893,9322,4,/geo_groups/SC043.csv,SC-043
SC,SC044,34.204674,-82.151497,24342,65,/geo_groups/SC044.csv,SC-044
SC,SC045,34.209466,-80.686810,17527,23,/geo_groups/SC045.csv,SC-045
SC,SC046,34.283245,-81.590435,3128,4,/geo_groups/SC046.csv,SC-046
SC,SC047,34.363049,-80.074642,6949,8,/geo_groups/SC047.csv,SC-047
SC,SC048,34.395080,-80.163320,3000,1,/geo_groups/SC048.csv,SC-048
SC,SC049,34.417444,-79.370669,5999,10,/geo_groups/SC049.csv,SC-049
SC,SC050,34.431070,-81.041107,22986,3,/geo_groups/SC050.csv,SC-050
SC,SC051,34.486282,-81.822784,24642,5,/geo_groups/SC051.csv,SC-051
SC,SC052,34.521161,-82.034291,23237,28,/geo_groups/SC052.csv,SC-052
SC,SC053,34.522626,-82.668686,18167,19,/geo_groups/SC053.csv,SC-053
SC,SC054,34.534168,-80.713988,26866,4,/geo_groups/SC054.csv,SC-054
SC,SC055,34.591873,-82.369327,15718,3,/geo_groups/SC055.csv,SC-055
SC,SC056,34.596230,-81.427140,3000,1,/geo_groups/SC056.csv,SC-056
SC,SC057,34.621690,-83.028255,8165,2,/geo_groups/SC057.csv,SC-057
SC,SC058,34.698436,-79.896417,5410,30,/geo_groups/SC058.csv,SC-058
SC,SC059,34.703468,-83.025127,11025,14,/geo_groups/SC059.csv,SC-059
SC,SC060,34.714505,-82.803168,26830,40,/geo_groups/SC060.csv,SC-060
SC,SC061,34.741122,-81.217723,30078,17,/geo_groups/SC061.csv,SC-061
SC,SC062,34.761330,-80.382252,5292,4,/geo_groups/SC062.csv,SC-062
SC,SC063,34.769968,-80.767686,28354,38,/geo_groups/SC063.csv,SC-063
SC,SC064,34.846554,-82.395663,23430,155,/geo_groups/SC064.csv,SC-064
SC,SC065,34.872923,-81.012238,29410,45,/geo_groups/SC065.csv,SC-065
SC,SC066,34.894878,-82.102892,27440,53,/geo_groups/SC066.csv,SC-066
SC,SC067,34.909949,-81.829030,20230,8,/geo_groups/SC067.csv,SC-067
SC,SC068,35.025123,-82.476823,7772,3,/geo_groups/SC068.csv,SC-068
SC,SC069,35.052703,-80.959943,27733,57,/geo_groups/SC069.csv,SC-069
SC,SC070,35.085617,-81.315667,22849,6,/geo_groups/SC070.csv,SC-070
SC,SC071,35.091235,-81.664345,3056,2,/geo_groups/SC071.csv,SC-071
SC,SC072,35.098922,-82.066022,17164,9,/geo_groups/SC072.csv,SC-072
VA,VA001,36.577230,-77.992930,3000,1,/geo_groups/VA001.csv,VA-001
VA,VA002,36.597465,-79.407026,9352,18,/geo_groups/VA002.csv,VA-002
VA,VA003,36.602020,-79.583400,15486,2,/geo_groups/VA003.csv,VA-003
VA,VA004,36.604640,-77.166710,3000,1,/geo_groups/VA004.csv,VA-004
VA,VA005,36.618310,-82.169569,26672,9,/geo_groups/VA005.csv,VA-005
VA,VA006,36.620083,-82.562803,4573,3,/geo_groups/VA006.csv,VA-006
VA,VA007,36.630300,-81.786740,3525,2,/geo_groups/VA007.csv,VA-007
VA,VA008,36.630940,-80.728643,13280,3,/geo_groups/VA008.csv,VA-008
VA,VA009,36.641402,-78.587468,18761,8,/geo_groups/VA009.csv,VA-009
VA,VA010,36.659746,-76.879647,18971,13,/geo_groups/VA010.csv,VA-010
VA,VA011,36.668815,-77.556908,17847,11,/geo_groups/VA011.csv,VA-011
VA,VA012,36.671660,-80.894815,13392,11,/geo_groups/VA012.csv,VA-012
VA,VA013,36.691578,-76.197799,26278,11,/geo_groups/VA013.csv,VA-013
VA,VA014,36.692440,-79.883071,8167,16,/geo_groups/VA014.csv,VA-014
VA,VA015,36.697250,-78.888294,22795,5,/geo_groups/VA015.csv,VA-015
VA,VA016,36.698332,-78.160182,23593,9,/geo_groups/VA016.csv,VA-016
VA,VA017,36.725382,-76.572070,29143,41,/geo_groups/VA017.csv,VA-017
VA,VA018,36.760527,-83.020107,3791,3,/geo_groups/VA018.csv,VA-018
VA,VA019,36.823020,-82.141650,3000,1,/geo_groups/VA019.csv,VA-019
VA,VA020,36.835360,-78.478545,10983,4,/geo_groups/VA020.csv,VA-020
VA,VA021,36.863377,-76.229735,28015,296,/geo_groups/VA021.csv,VA-021
VA,VA022,36.865480,-76.721104,16431,8,/geo_groups/VA022.csv,VA-022
VA,VA023,36.867593,-82.765345,5646,4,/geo_groups/VA023.csv,VA-023
VA,VA024,36.879090,-77.449515,26847,6,/geo_groups/VA024.csv,VA-024
VA,VA025,36.889790,-81.317238,19039,5,/geo_groups/VA025.csv,VA-025
VA,VA026,36.914070,-78.185637,20450,8,/geo_groups/VA026.csv,VA-026
VA,VA027,36.933442,-80.736337,22043,13,/geo_groups/VA027.csv,VA-027
VA,VA028,36.939217,-80.329228,12033,4,/geo_groups/VA028.csv,VA-028
VA,VA029,36.940959,-76.405283,29762,404,/geo_groups/VA029.csv,VA-029
VA,VA030,36.944000,-81.063776,13341,9,/geo_groups/VA030.csv,VA-030
VA,VA031,36.962806,-82.530220,22787,5,/geo_groups/VA031.csv,VA-031
VA,VA032,36.968688,-79.902624,22875,14,/geo_groups/VA032.csv,VA-032
VA,VA033,37.037889,-81.748943,30640,7,/geo_groups/VA033.csv,VA-033
VA,VA034,37.041130,-79.732367,12992,3,/geo_groups/VA034.csv,VA-034
VA,VA035,37.076745,-78.016155,3485,2,/geo_groups/VA035.csv,VA-035
VA,VA036,37.158810,-82.414765,8257,2,/geo_groups/VA036.csv,VA-036
VA,VA037,37.172898,-76.517442,30716,88,/geo_groups/VA037.csv,VA-037
VA,VA038,37.201352,-80.646888,28720,24,/geo_groups/VA038.csv,VA-038
VA,VA039,37.204397,-80.417648,12363,35,/geo_groups/VA039.csv,VA-039
VA,VA040,37.241957,-81.256873,6312,9,/geo_groups/VA040.csv,VA-040
VA,VA041,37.247125,-78.244130,21881,4,/geo_groups/VA041.csv,VA-041
VA,VA042,37.253275,-75.970912,18830,14,/geo_groups/VA042.csv,VA-042
VA,VA043,37.256880,-82.105020,3000,1,/geo_groups/VA043.csv,VA-043
VA,VA044,37.262167,-78.494195,21111,4,/geo_groups/VA044.csv,VA-044
VA,VA045,37.276878,-79.975345,26712,54,/geo_groups/VA045.csv,VA-045
VA,VA046,37.286367,-76.727726,24268,67,/geo_groups/VA046.csv,VA-046
VA,VA047,37.286956,-77.273079,29705,30,/geo_groups/VA047.csv,VA-047
VA,VA048,37.311461,-79.599725,23315,11,/geo_groups/VA048.csv,VA-048
VA,VA049,37.340124,-77.471941,26884,90,/geo_groups/VA049.csv,VA-049
VA,VA050,37.344034,-77.828680,33670,8,/geo_groups/VA050.csv,VA-050
VA,VA051,37.346264,-79.203268,30119,32,/geo_groups/VA051.csv,VA-051
VA,VA052,37.364820,-75.921801,14549,7,/geo_groups/VA052.csv,VA-052
VA,VA053,37.397710,-78.853555,6905,2,/geo_groups/VA053.csv,VA-053
VA,VA054,37.498745,-76.427750,4091,2,/geo_groups/VA054.csv,VA-054
VA,VA055,37.536000,-79.094730,3000,1,/geo_groups/VA055.csv,VA-055
VA,VA056,37.548648,-77.271051,26107,29,/geo_groups/VA056.csv,VA-056
VA,VA057,37.549627,-76.813281,32671,8,/geo_groups/VA057.csv,VA-057
VA,VA058,37.551300,-78.168274,25959,5,/geo_groups/VA058.csv,VA-058
VA,VA059,37.562178,-77.493197,23312,281,/geo_groups/VA059.csv,VA-059
VA,VA060,37.569147,-79.223327,32295,3,/geo_groups/VA060.csv,VA-060
VA,VA061,37.570015,-77.833841,25008,15,/geo_groups/VA061.csv,VA-061
VA,VA062,37.588836,-75.797448,30760,32,/geo_groups/VA062.csv,VA-062
VA,VA063,37.592480,-79.629910,3000,1,/geo_groups/VA063.csv,VA-063
VA,VA064,37.773527,-78.537810,12262,3,/geo_groups/VA064.csv,VA-064
VA,VA065,37.794500,-75.581640,3000,1,/geo_groups/VA065.csv,VA-065
VA,VA066,37.807707,-77.156893,15688,3,/geo_groups/VA066.csv,VA-066
VA,VA067,37.963625,-75.451535,10860,8,/geo_groups/VA067.csv,VA-067
VA,VA068,37.968632,-76.782164,10850,5,/geo_groups/VA068.csv,VA-068
VA,VA069,37.988192,-78.530260,25612,5,/geo_groups/VA069.csv,VA-069
VA,VA070,38.079413,-77.515957,9857,3,/geo_groups/VA070.csv,VA-070
VA,VA071,38.084870,-77.825560,3000,1,/geo_groups/VA071.csv,VA-071
VA,VA072,38.087757,-78.986454,31992,12,/geo_groups/VA072.csv,VA-072
VA,VA073,38.104912,-78.194423,17056,9,/geo_groups/VA073.csv,VA-073
VA,VA074,38.152660,-79.111650,3000,1,/geo_groups/VA074.csv,VA-074
VA,VA075,38.253347,-76.976643,5735,3,/geo_groups/VA075.csv,VA-075
VA,VA076,38.271866,-77.164299,19200,16,/geo_groups/VA076.csv,VA-076
VA,VA077,38.284825,-78.238448,21590,13,/geo_groups/VA077.csv,VA-077
VA,VA078,38.322294,-77.471709,20750,35,/geo_groups/VA078.csv,VA-078
VA,VA079,38.388623,-78.882074,33532,43,/geo_groups/VA079.csv,VA-079
VA,VA080,38.451102,-78.623716,8700,5,/geo_groups/VA080.csv,VA-080
VA,VA081,38.474008,-77.990206,6412,14,/geo_groups/VA081.csv,VA-081
VA,VA082,38.585337,-77.812513,26789,9,/geo_groups/VA082.csv,VA-082
VA,VA083,38.617642,-78.792260,6071,12,/geo_groups/VA083.csv,VA-083
VA,VA084,38.676743,-78.582310,21784,25,/geo_groups/VA084.csv,VA-084
VA,VA085,38.679517,-78.161957,20565,3,/geo_groups/VA085.csv,VA-085
VA,VA086,38.776002,-77.174402,28473,219,/geo_groups/VA086.csv,VA-086
VA,VA087,38.784000,-77.515572,24479,58,/geo_groups/VA087.csv,VA-087
VA,VA088,38.870386,-78.531253,10154,12,/geo_groups/VA088.csv,VA-088
VA,VA089,38.888865,-77.209577,17986,139,/geo_groups/VA089.csv,VA-089
VA,VA090,38.913023,-77.915017,18785,3,/geo_groups/VA090.csv,VA-090
VA,VA091,38.958345,-77.426825,24690,111,/geo_groups/VA091.csv,VA-091
VA,VA092,38.994374,-78.252252,22644,21,/geo_groups/VA092.csv,VA-092
VA,VA093,39.222743,-78.133677,3133,3,/geo_groups/VA093.csv,VA-093
